_data,timestamp
-0.138,1741620054478206093
-0.138,1741620054513794583
-0.138,1741620054561611990
-0.137,1741620054588221409
-0.137,1741620054628179943
-0.139,1741620054668320494
-0.139,1741620054712339112
-0.139,1741620054753801643
-0.135,1741620054788140212
-0.135,1741620054828067530
-0.139,1741620054868086285
-0.139,1741620054911586150
-0.138,1741620054962515118
-0.138,1741620054987886983
-0.138,1741620055027840537
-0.133,1741620055068242001
-0.133,1741620055108521244
-0.134,1741620055165808013
-0.134,1741620055188262047
-0.134,1741620055228479706
-0.138,1741620055268184398
-0.138,1741620055307779899
-0.138,1741620055361917926
-0.138,1741620055387744921
-0.138,1741620055427974838
-0.136,1741620055467799577
-0.136,1741620055507748241
-0.14,1741620055560505218
-0.14,1741620055587915721
-0.14,1741620055627857169
-0.137,1741620055668667285
-0.137,1741620055711350176
-0.137,1741620055763323668
-0.137,1741620055787999356
-0.137,1741620055827870542
-0.136,1741620055867873576
-0.136,1741620055913620381
-0.136,1741620055963464393
-0.136,1741620055988128119
-0.136,1741620056028001620
-0.137,1741620056070662867
-0.137,1741620056109479101
-0.135,1741620056161927196
-0.135,1741620056188210680
-0.135,1741620056228213024
-0.137,1741620056269713875
-0.137,1741620056308306775
-0.135,1741620056353324330
-0.135,1741620056389672003
-0.135,1741620056427976955
-0.138,1741620056467791573
-0.138,1741620056508010458
-0.139,1741620056551611358
-0.139,1741620056587820872
-0.139,1741620056627780123
-0.139,1741620056667936930
-0.139,1741620056708852048
-0.139,1741620056752599633
-0.138,1741620056788170355
-0.138,1741620056828018190
-0.137,1741620056868103001
-0.137,1741620056908393660
-0.137,1741620056957478422
-0.134,1741620056988118806
-0.134,1741620057028158486
-0.135,1741620057068131569
-0.135,1741620057108046031
-0.135,1741620057152835730
-0.138,1741620057188156270
-0.138,1741620057228136724
-0.148,1741620057268181800
-0.148,1741620057308118538
-0.159,1741620057351950028
-0.159,1741620057387924868
-0.159,1741620057427813458
-0.179,1741620057468160311
-0.179,1741620057508164078
-0.193,1741620057560933730
-0.193,1741620057588080829
-0.193,1741620057628066965
-0.212,1741620057668166032
-0.212,1741620057716201201
-0.212,1741620057762220382
-0.23,1741620057790682256
-0.23,1741620057827971547
-0.248,1741620057868048231
-0.248,1741620057913619853
-0.248,1741620057958460234
-0.271,1741620057988037910
-0.271,1741620058027854428
-0.292,1741620058068026913
-0.292,1741620058109261725
-0.292,1741620058161099106
-0.311,1741620058188201423
-0.311,1741620058228219411
-0.335,1741620058268230010
-0.335,1741620058308259271
-0.355,1741620058349571881
-0.355,1741620058388080504
-0.355,1741620058427634076
-0.375,1741620058467704814
-0.375,1741620058507763193
-0.398,1741620058558384623
-0.398,1741620058588036764
-0.398,1741620058627872164
-0.415,1741620058668240428
-0.415,1741620058709572108
-0.432,1741620058759205438
-0.432,1741620058787971327
-0.432,1741620058828001878
-0.447,1741620058867986467
-0.447,1741620058914710411
-0.447,1741620058955808887
-0.461,1741620058988410613
-0.461,1741620059027950747
-0.479,1741620059068005356
-0.479,1741620059108088654
-0.489,1741620059152672471
-0.489,1741620059188164450
-0.489,1741620059228314032
-0.498,1741620059267892211
-0.498,1741620059307899805
-0.51,1741620059350911170
-0.51,1741620059389489033
-0.51,1741620059428028815
-0.519,1741620059467918195
-0.519,1741620059507919728
-0.524,1741620059550496517
-0.524,1741620059587992653
-0.524,1741620059627839669
-0.528,1741620059668217174
-0.528,1741620059707805573
-0.528,1741620059755243024
-0.531,1741620059787990961
-0.531,1741620059839825139
-0.535,1741620059867899990
-0.535,1741620059908946546
-0.529,1741620059952278937
-0.529,1741620059988386536
-0.529,1741620060027855895
-0.53,1741620060067741609
-0.53,1741620060108742626
-0.527,1741620060150413960
-0.527,1741620060191104555
-0.527,1741620060228504625
-0.522,1741620060267791750
-0.522,1741620060307649855
-0.521,1741620060353181238
-0.521,1741620060387863235
-0.521,1741620060427826181
-0.516,1741620060467864834
-0.516,1741620060517439452
-0.516,1741620060555536170
-0.503,1741620060587820636
-0.503,1741620060627785948
-0.504,1741620060667852264
-0.504,1741620060708555028
-0.504,1741620060758613599
-0.495,1741620060787798091
-0.495,1741620060827794111
-0.485,1741620060867869058
-0.485,1741620060912527504
-0.485,1741620060959512858
-0.473,1741620060987936864
-0.473,1741620061027700431
-0.464,1741620061067894382
-0.464,1741620061111701196
-0.464,1741620061159173255
-0.457,1741620061187955970
-0.457,1741620061228039750
-0.445,1741620061267825940
-0.445,1741620061307614300
-0.433,1741620061353317530
-0.433,1741620061387797036
-0.433,1741620061427806957
-0.424,1741620061467839271
-0.424,1741620061507771072
-0.415,1741620061552691959
-0.415,1741620061587835433
-0.415,1741620061627614922
-0.401,1741620061667800906
-0.401,1741620061707827417
-0.4,1741620061753226113
-0.4,1741620061787797169
-0.4,1741620061827668924
-0.395,1741620061867856738
-0.395,1741620061907921819
-0.395,1741620061956550424
-0.386,1741620061988746013
-0.386,1741620062030389101
-0.381,1741620062068118448
-0.381,1741620062107974571
-0.374,1741620062153426080
-0.374,1741620062187810940
-0.374,1741620062227745346
-0.378,1741620062267784946
-0.378,1741620062309341209
-0.371,1741620062358513282
-0.371,1741620062388236579
-0.371,1741620062428297936
-0.373,1741620062470657643
-0.373,1741620062507736916
-0.371,1741620062558637415
-0.371,1741620062587718755
-0.371,1741620062627895100
-0.373,1741620062667864587
-0.373,1741620062713141553
-0.373,1741620062760063532
-0.377,1741620062787817116
-0.377,1741620062828086061
-0.382,1741620062867974998
-0.382,1741620062907806316
-0.378,1741620062958675305
-0.378,1741620062987837209
-0.378,1741620063027863562
-0.387,1741620063067955727
-0.387,1741620063107682032
-0.389,1741620063158854562
-0.389,1741620063187774194
-0.389,1741620063227676596
-0.395,1741620063271129744
-0.395,1741620063308206198
-0.401,1741620063359182494
-0.401,1741620063387959789
-0.401,1741620063428032978
-0.403,1741620063467896741
-0.403,1741620063507951295
-0.413,1741620063558922110
-0.413,1741620063588047544
-0.413,1741620063627969078
-0.409,1741620063667952948
-0.409,1741620063708480600
-0.409,1741620063754284299
-0.418,1741620063787636124
-0.418,1741620063827538909
-0.423,1741620063867691622
-0.423,1741620063908190741
-0.423,1741620063953601534
-0.428,1741620063987686865
-0.428,1741620064028389901
-0.429,1741620064067970721
-0.429,1741620064107529690
-0.429,1741620064154286247
-0.429,1741620064188121356
-0.429,1741620064228367423
-0.438,1741620064268073961
-0.438,1741620064307791500
-0.436,1741620064352901270
-0.436,1741620064387560775
-0.436,1741620064427712517
-0.437,1741620064467835308
-0.437,1741620064508269235
-0.438,1741620064553534825
-0.438,1741620064587844041
-0.438,1741620064627811236
-0.44,1741620064667721242
-0.44,1741620064707632940
-0.441,1741620064753433776
-0.441,1741620064787795257
-0.441,1741620064827747790
-0.438,1741620064868376265
-0.438,1741620064908453539
-0.438,1741620064953522732
-0.438,1741620064987852531
-0.438,1741620065027492846
-0.437,1741620065068840548
-0.437,1741620065108032891
-0.433,1741620065155107081
-0.433,1741620065188111191
-0.433,1741620065228115861
-0.438,1741620065267953909
-0.438,1741620065307762265
-0.436,1741620065358775906
-0.436,1741620065387723617
-0.436,1741620065428074341
-0.434,1741620065467834984
-0.434,1741620065507928267
-0.435,1741620065558727879
-0.435,1741620065588776387
-0.435,1741620065627856586
-0.43,1741620065667901770
-0.43,1741620065708015271
-0.427,1741620065757775662
-0.427,1741620065787958127
-0.427,1741620065827507057
-0.427,1741620065867636001
-0.427,1741620065907629967
-0.427,1741620065959217613
-0.427,1741620065988039476
-0.427,1741620066027788049
-0.428,1741620066067796989
-0.428,1741620066107890462
-0.422,1741620066158165504
-0.422,1741620066187917939
-0.422,1741620066227900822
-0.426,1741620066267741697
-0.426,1741620066308244335
-0.425,1741620066359416399
-0.425,1741620066388830529
-0.425,1741620066429172613
-0.421,1741620066467768279
-0.421,1741620066508206233
-0.423,1741620066557916219
-0.423,1741620066587790882
-0.423,1741620066627599484
-0.419,1741620066667578509
-0.419,1741620066708095767
-0.419,1741620066757668919
-0.421,1741620066787647024
-0.421,1741620066827581723
-0.419,1741620066867729065
-0.419,1741620066907651036
-0.419,1741620066957831615
-0.419,1741620066987735625
-0.419,1741620067027754363
-0.417,1741620067067617630
-0.417,1741620067107717126
-0.417,1741620067153178898
-0.421,1741620067190638840
-0.421,1741620067227940923
-0.419,1741620067267793829
-0.419,1741620067307946651
-0.416,1741620067353852745
-0.416,1741620067387921443
-0.416,1741620067428064116
-0.413,1741620067468045775
-0.413,1741620067507951112
-0.414,1741620067553489157
-0.414,1741620067587984964
-0.414,1741620067627910268
-0.419,1741620067668033532
-0.419,1741620067707820941
-0.418,1741620067753621727
-0.418,1741620067787873254
-0.418,1741620067828026959
-0.419,1741620067868073247
-0.419,1741620067907872122
-0.419,1741620067956609904
-0.419,1741620067988550592
-0.419,1741620068028147712
-0.418,1741620068068063270
-0.418,1741620068108010906
-0.419,1741620068156304783
-0.419,1741620068188223703
-0.419,1741620068228164849
-0.42,1741620068267971939
-0.42,1741620068308487486
-0.426,1741620068360611015
-0.426,1741620068387578815
-0.426,1741620068427746737
-0.426,1741620068467783082
-0.426,1741620068507645092
-0.426,1741620068552071861
-0.424,1741620068587689474
-0.424,1741620068627693913
-0.426,1741620068667543436
-0.426,1741620068707563786
-0.424,1741620068757849116
-0.424,1741620068787523506
-0.424,1741620068827579441
-0.429,1741620068867600939
-0.429,1741620068907790069
-0.425,1741620068962061805
-0.425,1741620068987729403
-0.425,1741620069027630175
-0.428,1741620069067622865
-0.428,1741620069108522057
-0.424,1741620069158795511
-0.424,1741620069187676702
-0.424,1741620069227573384
-0.428,1741620069267730946
-0.428,1741620069308207795
-0.423,1741620069359413440
-0.423,1741620069387852926
-0.423,1741620069427856714
-0.423,1741620069467690809
-0.423,1741620069509351055
-0.423,1741620069560191272
-0.423,1741620069587986715
-0.423,1741620069627607858
-0.424,1741620069667727802
-0.424,1741620069707745790
-0.424,1741620069759976312
-0.426,1741620069787727291
-0.426,1741620069827812488
-0.423,1741620069867775352
-0.423,1741620069909031612
-0.423,1741620069950991302
-0.421,1741620069988010582
-0.421,1741620070027559024
-0.426,1741620070067723943
-0.426,1741620070107751880
-0.421,1741620070159675313
-0.421,1741620070189061503
-0.421,1741620070227673424
-0.427,1741620070267598706
-0.427,1741620070307625414
-0.428,1741620070356784370
-0.428,1741620070388464656
-0.428,1741620070427566457
-0.422,1741620070467599656
-0.422,1741620070507484186
-0.425,1741620070553963342
-0.425,1741620070588474254
-0.425,1741620070627535351
-0.422,1741620070667622070
-0.422,1741620070707502133
-0.428,1741620070753733974
-0.428,1741620070788431521
-0.428,1741620070827475451
-0.424,1741620070867580584
-0.424,1741620070907450163
-0.429,1741620070957925651
-0.429,1741620070987794184
-0.429,1741620071027670108
-0.427,1741620071067703540
-0.427,1741620071108339927
-0.427,1741620071150822919
-0.424,1741620071189353669
-0.424,1741620071227585692
-0.424,1741620071267757207
-0.424,1741620071307605021
-0.426,1741620071359548984
-0.426,1741620071387761856
-0.426,1741620071428016248
-0.421,1741620071467750343
-0.421,1741620071512627382
-0.421,1741620071561213966
-0.425,1741620071587662288
-0.425,1741620071627686297
-0.422,1741620071667841538
-0.422,1741620071707690488
-0.426,1741620071758030769
-0.426,1741620071787556459
-0.426,1741620071827457624
-0.43,1741620071867660434
-0.43,1741620071907580507
-0.428,1741620071958365608
-0.428,1741620071987918307
-0.428,1741620072027990508
-0.424,1741620072067536821
-0.424,1741620072107552643
-0.428,1741620072150840982
-0.428,1741620072187438533
-0.428,1741620072227509943
-0.425,1741620072267971550
-0.425,1741620072307777870
-0.426,1741620072356503133
-0.426,1741620072387743035
-0.426,1741620072428051996
-0.424,1741620072467503171
-0.424,1741620072507588531
-0.425,1741620072554861292
-0.425,1741620072587770938
-0.425,1741620072628945799
-0.426,1741620072667726208
-0.426,1741620072707676764
-0.427,1741620072752943126
-0.427,1741620072787666132
-0.427,1741620072827560652
-0.428,1741620072867610839
-0.428,1741620072907690173
-0.427,1741620072955340584
-0.427,1741620072987687226
-0.427,1741620073027570627
-0.425,1741620073067765392
-0.425,1741620073110402182
-0.425,1741620073161251202
-0.426,1741620073187944593
-0.426,1741620073227676060
-0.428,1741620073267765234
-0.428,1741620073307952427
-0.432,1741620073359597309
-0.432,1741620073387724326
-0.432,1741620073427650972
-0.431,1741620073467485016
-0.431,1741620073508486480
-0.432,1741620073558655579
-0.432,1741620073587628309
-0.432,1741620073627473176
-0.426,1741620073667657921
-0.426,1741620073708276464
-0.432,1741620073758890754
-0.432,1741620073793249174
-0.432,1741620073827720996
-0.426,1741620073867717363
-0.426,1741620073908525863
-0.426,1741620073960731047
-0.429,1741620073987758932
-0.429,1741620074027699108
-0.426,1741620074067757994
-0.426,1741620074108733986
-0.426,1741620074159864803
-0.424,1741620074187793346
-0.424,1741620074229094926
-0.427,1741620074267987586
-0.427,1741620074307639095
-0.423,1741620074359396872
-0.423,1741620074387571602
-0.423,1741620074427823896
-0.422,1741620074467759763
-0.422,1741620074507491356
-0.422,1741620074550477370
-0.422,1741620074587781111
-0.422,1741620074627523074
-0.418,1741620074667589968
-0.418,1741620074708733358
-0.418,1741620074748174225
-0.421,1741620074787608787
-0.421,1741620074827511910
-0.422,1741620074867648968
-0.422,1741620074907419259
-0.422,1741620074951603802
-0.424,1741620074987615589
-0.424,1741620075027619080
-0.413,1741620075067537890
-0.413,1741620075107633480
-0.413,1741620075152489202
-0.415,1741620075187687603
-0.415,1741620075227729608
-0.421,1741620075267592408
-0.421,1741620075307549308
-0.417,1741620075351299929
-0.417,1741620075387607881
-0.417,1741620075427528151
-0.414,1741620075467566996
-0.414,1741620075507747358
-0.416,1741620075552068091
-0.416,1741620075587696703
-0.416,1741620075627506724
-0.417,1741620075667568034
-0.417,1741620075707642837
-0.419,1741620075751499644
-0.419,1741620075787818521
-0.419,1741620075827684270
-0.412,1741620075867441788
-0.412,1741620075908135171
-0.412,1741620075958354065
-0.417,1741620075987966131
-0.417,1741620076027593300
-0.41,1741620076067606210
-0.41,1741620076107353888
-0.416,1741620076155800750
-0.416,1741620076187622494
-0.416,1741620076227452834
-0.414,1741620076267688143
-0.414,1741620076308339525
-0.412,1741620076355109180
-0.412,1741620076387444589
-0.412,1741620076427589549
-0.412,1741620076467521829
-0.412,1741620076508307276
-0.411,1741620076555657753
-0.411,1741620076588515041
-0.411,1741620076627339224
-0.41,1741620076667484122
-0.41,1741620076707539875
-0.416,1741620076755026238
-0.416,1741620076787318270
-0.416,1741620076827595616
-0.414,1741620076867410569
-0.414,1741620076907355538
-0.414,1741620076948012801
-0.415,1741620076987349246
-0.415,1741620077027267198
-0.415,1741620077067425965
-0.415,1741620077108610179
-0.415,1741620077152924887
-0.411,1741620077187761392
-0.411,1741620077227941184
-0.416,1741620077267719102
-0.416,1741620077307766411
-0.416,1741620077357796756
-0.42,1741620077387651370
-0.42,1741620077427959946
-0.419,1741620077467766325
-0.419,1741620077510468412
-0.419,1741620077558534499
-0.419,1741620077587692536
-0.419,1741620077627685385
-0.419,1741620077667952004
-0.419,1741620077710027809
-0.418,1741620077755927958
-0.418,1741620077787768363
-0.418,1741620077827934320
-0.409,1741620077867735851
-0.409,1741620077909594011
-0.402,1741620077955518087
-0.402,1741620077987821220
-0.402,1741620078027809086
-0.383,1741620078067703948
-0.383,1741620078107771989
-0.367,1741620078156155994
-0.367,1741620078187589802
-0.367,1741620078230277845
-0.358,1741620078267487359
-0.358,1741620078307776247
-0.337,1741620078356031865
-0.337,1741620078387597950
-0.337,1741620078428462330
-0.319,1741620078467929844
-0.319,1741620078509472794
-0.302,1741620078556866185
-0.302,1741620078587618514
-0.302,1741620078627661277
